Titel,Untertitel,Author_id,Author,Pubikationsjahr,Schlagwort,Genre,Textausschnitt,Textausschnitt online kostenfrei verfügbar,Sprache
Bekenntnis einer Freundschaft,,5,Antoine de Saint-Exupéry,1948,Fiktion,Brief,"Ehrfurcht vor dem Menschen! Ehrfurcht vor dem Menschen! Wenn der Nazist ausschließlich den respektiert, der ihm gleicht, dann respektiert er nur sich selbst. Er verneint die schöpferischen Gegensätze, zerstört jede Hoffnung auf einen Aufstieg und begründet für tausend Jahre an Stelle des Menschen den Robot eines Termitenhaufens. Ordnung um der Ordnung willen beschneidet den Menschen seiner wesentlichen Kraft, der nämlich, die Welt und sich selber umzuformen. Das Leben schafft Ordnung, aber die Ordnung bringt kein Leben hervor. Es scheint uns im Gegenteil, daß unser Aufstieg noch nicht vollendet ist, daß die morgige Wahrheit sich vom gestrigen Irrtum nährt, und daß die zu überwindenden Gegensätze für unser Wachstum der rechte Humus sind. Wir zählen auch die zu den unsrigen, die anders sind als wir. Aber welch merkwürdige Verwandtschaft! Sie gründet sich auf das Künftige, nicht auf das Vergangene. Auf das Endziel, nicht auf den Ausgangspunkt. Wir sind einer für den andern Pilger, die auf verschiedenen Wegen einem gemeinsamen Treffpunkt zuwandern. Aber heute ist der Respekt vor dem Menschen, diese Voraussetzung unserer Entwicklung, in Gefahr. Der Zerfall der modernen Welt hat uns ins Finstre geschleudert. Die Probleme hängen nicht mehr zusammen, die Lösungen widersprechen sich. Die Wahrheit von gestern ist tot, die von morgen erst zu gebären. Noch ist keine gültige Synthese vorauszusehen, und jeder von uns hält nur ein Teilchen der Wahrheit in Händen. In Ermangelung zwingender Evidenz nehmen die politischen Religionen ihre Zuflucht zur Gewalt. Und während wir uns so über die Methoden streiten, laufen wir Gefahr, nicht mehr zu erkennen, daß wir auf dem Weg zum gleichen Ziele sind.",ja,de
Das Gold der Maori,,6,Sarah Lark,2010,History,Roman,"Am Morgen des 23. März wurden die verurteilten Frauen in vergitterten Planwagen auf die Asia gebracht, ein Segelschiff, dessen Größe zwar auf den ersten Blick imponierend wirkte, neben den Prison Hulks, den mehrstöckigen Gefängnisschiffen in Woolwich aber eher klein war. Nicht nur das Frauengefängnis in London platzte aus allen Nähten. Die Haftanstalten für Männer waren derart überfüllt, dass man auf Schiffe am Dock von Woolwich auswich. Die Haftbedingungen darin sollten schrecklich sein. Lizzie gruselte es allein bei dem Anblick der schweren, bauchigen Schiffe. Die Asia - angeblich hatte sie bereits fünf Reisen nach Australien und zurück ohne Schäden absolviert erschien dagegen fast einladend. Neben etwa hundert normalen Passagieren fanden unter Deck gut hundertfünfzig Sträflinge Unterkunft, dazu dreißig Mann Wachpersonal und die Mannschaft des Masters John Roskell. Viel Platz für jeden Einzelnen gab es da nicht. Lizzie war entsetzt, als man sie eine Stiege hinunter in einen riesigen, dunklen Raum führte. Nur durch Holzverschläge abgetrennt, die wohl zur Befestigung der Pritschen nötig waren, wurden im ersten Zwischendeck etwa hundert Frauen untergebracht. Ein paar weitere schafften die Wachen noch tiefer nach unten in den Bauch des Schiffes. Zuletzt trieb man dort auch noch zwölf Männer hinein, einer an den anderen gekettet. Die Frauen hörten, wie sich der Master des Schiffes und ein paar Aufseher der Prison Hulks darüber stritten.",ja,de
Das Gold der Maori,,6,Sarah Lark,2010,History,Roman,"Kuti Haoka traf nun endlich seine Entscheidung. »Gut«, erklärte er und wandte sich mit erhobener Stimme an die Menschen seines Stammes. »Kahu Heke, Häuptlingssohn der Ngati Pau, wird mit dem großen Kanu reisen. Er segle mit dem Segen der Götter! Tangaroa möge seine Fahrt begleiten. Wir werden das Kanu vorbereiten.« »Und du«, er wandte sich an Lizzie, »wirst bis morgen hier sicher sein. Aber wenn du meinem Neffen beiliegen willst, so tu es im Versammlungshaus. Ich kenne die Bräuche der pakeha. Und du sollst deine Ehre nicht mit einem Mann meines Blutes beschmutzen.<< Damit wandte der Häuptling sich ab. Lizzie stürzte sich auf Kahu. »Was meint er? Wir sollen heiraten? Wieso das denn?<< Eine gemeinsame Übernachtung im wharenui des Stammes entsprach einer Eheschließung. Männer und Frauen, die einfach nur ihren Spaß miteinander haben wollten, schlichen sich gemeinsam ins Freie. Aber damit beschmutzten sie nach Ansicht der Maori doch nicht die Ehre der Frauen... »Der Häuptling hat etwas missverstanden«<, behauptete Kahu leichthin. >>Mach dir keine Sorgen. Ich tue dir nichts, weder heute Nacht noch auf der Reise.« Lizzie ließ das Thema bereitwillig fallen. Es gab ohnehin Dinge, die sie weit mehr beunruhigten. »Wie stellst du dir die Reise denn überhaupt vor?«, fragte sie und dachte an Michaels und Connors hanebüchene Idee, mit einem Kleinsegler von Australien nach Neuseeland zu fliehen. »Du willst segeln? Oder rudern? Ganz allein? Weißt du, wie weit das ist? Wir müssen um die ganze Insel herum! Das sind viele Meilen, und es ist Winter.<< Das Lizzie meinte sich zu erinnern, dass England keine Gefangenentransporte übers Meer schickte, bevor es Frühling wurde. Das Meer galt im Winter als zu unruhig, und das traf sicher auch auf die Tasmansee zu. Kahu blickte sie streng an. >>Also willst du jetzt weg von dem alten Kerl, der dich sucht, oder nicht?""",ja,de
Das Gold der Maori,,6,Sarah Lark,2010,History,Roman,"»Denken Sie, mein Mann lässt mich jetzt doch mitreisen! Dabei war er zunächst so besorgt um ... uns!« Lizzie streichelte mit einer flüchtigen Bewegung ihren gänzlich flachen Bauch und schaffte es, dabei tatsächlich leicht zu erröten. Ihr Lächeln war herzerwärmend. Der Skipper grinste. »Aber klar, Mylady. Und keine Sorge, auf der Elizabeth Campbell reisen Sie so sicher wie in Abrahams Schoß. Gegen einen kleinen Aufpreis hätten wir sogar eine äußerst komfortable Kabine ...« »Das wäre wundervoll!«<, strahlte Lizzie. »>Oh, hast du gehört, Liebling? Das Schiff heißt Elizabeth. Wie ich!<< Michael fügte sich zähneknirschend. Der »kleine Aufpreis<< würde fast ihr gesamtes Startkapital im neuen Land verschlingen, aber die Kabine war wirklich luxuriös. Lizzie bewunderte die weiß bezogenen Betten, das Waschgeschirr aus Porzellan und den riesigen Spiegel. Sie musterte sich darin prüfend und atmete auf. Nein, niemand konnte ihr ansehen, was sie in dieser Nacht getan hatte! Sie sah brav und etwas hausbacken aus in dem grauen Kleid, das sie von Mrs. Smithers geerbt hatte. Auf ihrem Haar saß ein dazu passender Kapotthut, nicht so flott wie ihr blumengeschmücktes Hütchen aus London, aber passend für eine Dame. »Ich würde mich gern waschen«, sagte sie etwas verschämt zu Michael. »Könntest du ...« Michael verzog sich sofort nach draußen. Lizzie fragte sich, ob er ihr etwas nachtrug. Er konnte nicht wirklich übel nehmen, dass sie David Parsley bestohlen hatte! Und die Umstände ... Lizzie wurde ein bisschen rot. Warum war es eigentlich so viel schlimmer, Liebe vorzutäuschen, als Boote zu stehlen und Whiskey zu brennen? Während Lizzie sich in ihrer Kabine halbwegs sicher fühlte, strich Michael nervös über das Deck des Schiffes. Er hätte doch genauer nachfragen sollen, was mit Parsley geschehen war. Hatte Lizzie ihn wirklich nur betrunken gemacht? Was war, wenn er verfrüht aufwachte? ",ja,de
Das Lied der Maori,,6,Sarah Lark,2008,History,Roman,"Seine Laune, seit Wochen auf dem Tiefpunkt, hob sich beträchtlich. Das Mädchen lachte. »Nein, ich bin Elaine O’Keefe. Helen ist meine Großmutter.« William lächelte. Er wusste, dass er damit Eindruck machte. In Irland hatte sich stets ein aufmerksamer Ausdruck auf die Gesichter der Mädchen geschlichen, wenn sie den Schalk in seinen blauen Augen aufblitzen sahen. »Das tut mir ja fast leid. Sonst hätte ich nämlich glatt eine Geschäftsidee gehabt: ›Wasser aus Queenstown – entdecken Sie den Jungbrunnen!‹« Elaine kicherte. Sie hatte ein schmales Gesicht und eine kleine, vielleicht ein bisschen zu spitze Nase mit unzähligen Sommersprossen. »Sie sollten sich mit meinem Vater zusammentun. Der macht ständig solche Sprüche: ›Spaten gut, alles gut. Goldgräber, kauft eure Ausrüstung im O’Kay Warehouse!‹« »Ich werde es beherzigen«, versprach William und merkte sich den Namen tatsächlich. »Wie ist es jetzt? Bekomme ich ein Zimmer?« Das Mädchen zögerte. »Sie sind Goldgräber? Dann ... na ja, es gibt schon noch freie Zimmer, aber die sind ziemlich teuer. Die meisten Goldgräber können sich die Unterkunft hier nicht leisten ...« »Sehe ich so aus?«, fragte William mit gespielter Strenge. Dabei runzelte er die Stirn unter seinem blonden, üppigen Haarschopf. Elaine musterte ihn jetzt ungeniert. Auf den ersten Blick unterschied er sich nicht allzu sehr von den anderen Goldgräbern, die sie in Queenstown täglich zu sehen bekam. Er wirkte ein wenig schmutzig und abgerissen, trug einen Wachsmantel, blaue Denimhosen und feste Stiefel. Auf den zweiten Blick jedoch erkannte Elaine – als Tochter eines Kaufmanns – die Qualität seiner Ausstattung: Unter dem offenen Mantel war eine teure Lederjacke zu sehen; an den Beinen trug er lederne Chaps; die Stiefel waren aus hochwertigem Material, und das Hutband um seinen breitkrempigen Stetson war aus Pferdehaar geflochten. ",ja,de
Das Lied der Maori,,6,Sarah Lark,2008,History,Roman,"Elaine trank, aber sie glaubte nicht, dass sie heute noch etwas zu lachen finden würde. Tim Lambert ging an diesem Abend ins Wild Rover, und da würde er bleiben. Genau wie Matt Gawain. Die Männer würden Lainie und Charlene sofort vergessen. Sie fragte sich vage, warum ihr das nicht egal war. Im Grunde wäre es sogar gut, wenn sie Tim loswürde. Hatte sie nicht oft darüber geklagt, dass er zu aufdringlich wurde? Elaine begann brav zu spielen, als die ersten Gäste eintrafen. Aber sie spielte mechanisch und unkonzentriert, was die Männer sofort zu merken schienen. An diesem Abend gab es kaum Drinks für Lainie und keine Musikwünsche. Elaine registrierte das nur nebenbei, doch es erschien ihr normal. Ein paar Häuser weiter spielte und sang Kuramaro-tini. Warum also sollten die Leute ihr zuhören? Elaines Gesicht war bleich und unbeteiligt. Sie schien durch das Klavier und die Wand des Pubs hindurchzusehen – in andere Welten und andere Zeiten. Die Sperrstunde näherte sich quälend langsam. Und dabei wollte Elaine nur noch in ihr kleines Zimmer verschwinden, sich mit Callie im Arm unter den Decken vergraben und diesen Tag einfach vergessen. Morgen musste sie dann Pläne machen. Vielleicht eine andere Stadt, ein anderer Pub ... aber kein anderer Timothy Lambert ... »Guten Abend, Miss Lainie!« Tims fröhliche Stimme riss sie aus ihrer Lethargie. Elaine brach das Lied ab, das sie gerade spielte. Fast ungläubig wandte sie sich um. »Guten Abend, Mr. Tim ...« Ihre Stimme klang tonlos. Tim Lambert sah sie forschend an. »Stimmt etwas nicht, Miss Lainie?« ",ja,de
Im Land der weißen Wolke,,6,Sarah Lark,2007,History,Roman,"Wahrscheinlich lag Robert eine unfreundliche Antwort auf der Zunge, denn seine Geschäfte ernährten nicht nur die Familie, sondern machten auch Lucindas Mitarbeit in den diversen Damenkomitees erst möglich. Helen bezweifelte jedenfalls, dass Mrs. Greenwoods überragende organisatorische Fähigkeiten für ihre Wahl gesorgt hatten – eher die Spendenfreudigkeit ihres Gatten. »Ich hatte ein sehr interessantes Gespräch mit einem Wollproduzenten aus Neuseeland, und ...«, begann Robert mit Blick auf seinen ältesten Sohn, doch Lucinda sprach einfach weiter, wobei sie diesmal vor allem William mit ihrem nachsichtigen Lächeln bedachte. »Und ihr, meine lieben Söhne? Sicher habt ihr im Garten gespielt, nicht wahr? Hast du George und Miss Davenport wieder beim Krocket geschlagen, William, mein Liebling?« Helen starrte angestrengt auf ihren Teller, bemerkte aber aus dem Augenwinkel, wie George in seiner typischen Art gen Himmel zwinkerte, als riefe er einen verständnisvollen Engel um Beistand an. Tatsächlich war es William nur ein einziges Mal gelungen, mehr Punkte zu machen als sein älterer Bruder, und damals war George schwer erkältet gewesen.Gewöhnlich brachte sogar Helen den Ball geschickter durch die Toreals William, obwohl sie sich meist unbeholfener anstellte, als sie war, um den Kleinen gewinnen zu lassen. Mrs. Greenwood wusste das zu schätzen, während Mr. Greenwood sie tadelte, wenn er die Täuschung bemerkte. »Der Junge muss sich daran gewöhnen, dass das Leben hart mit Versagern umspringt!«, sagte er streng. »Er muss verlieren lernen, nur dann wird er letztendlich siegen!« Helen bezweifelte, dass William jemals siegen würde, auf welchem Gebiet auch immer, doch ihr flüchtiger Anflug von Mitleid mit dem unglücklichen Kind wurde gleich von dessen nächster Bemerkung zunichte gemacht.",ja,de
Im Land der weißen Wolke,,6,Sarah Lark,2007,History,Roman,"Daphne schüttelte den Kopf. »Das geht auf keinen Fall, Mädchen! Ein Kind wie du, allein unter hundert, zweihundert Kerlen, ausgehungert bis zum Geht nicht mehr – die verdienen doch höchstens so viel, dass sie sich hier alle halbe Jahre mal ein Mädchen gönnen können! Das sind keine Gentlemen, kleine Miss. Und dein ›Verlobter‹– wie heißt der Knabe? Vielleicht kenne ich ihn.« Fleurette errötete erneut, diesmal vor Empörung. »Ruben würde nie ... er würde nie ...« Daphne lachte. »Da wäre er aber ein seltenes Ausnahmeexemplar seiner Gattung! Glaub mir, Kind, am Ende landen alle hier. Es sei denn, sie sind schwul.Aber das wollen wir in deinem Fall mal nicht annehmen.« Fleur konnte mit dem Wort nicht viel anfangen, war sich aber dennoch sicher, dass Ruben dieses Etablissement nie betreten hatte. Trotzdem nannte sie Daphne seinen Namen. Die überlegte lange und schüttelte schließlich den Kopf. »Nie gehört. Und ich hab ein gutes Gedächtnis für Namen. Sieht also aus, als hätte dein Liebster hier noch kein Vermögen gemacht.« Fleur nickte. »Wenn er ein Vermögen gemacht hätte, hätte er mich ja auch schon geholt!«, sagte sie im Brustton der Überzeugung. »Aber jetzt muss ich los, es wird ja gleich dunkel. Wo sagten Sie, sind diese Lager?« Daphne seufzte. »Da kann ich dich nicht hinschicken, Mädchen, beim besten Willen nicht, und vor allem nicht bei Nacht. Du kämst garantiert nicht intakt wieder raus.Also wird mir wohl nichts anderes übrig bleiben, als direin Zimmer zu vermieten. Die ganze Nacht.« »Aber ich... ich möchte nicht ...« ",ja,de
Im Schatten des Kauribaums,,6,Sarah Lark,2011,History,Roman,"Matariki erwiderte ihn mit Gemütsruhe. Sie fand die dunkel gekleidete ältere Dame mit ihrem Lorgnon etwas seltsam – Miss Partridge mochte im Alter ihrer Großmütter aus dem Maori-Dorf sein, aber dort trugniemand eine Sehhilfe. Bedrohlich wirkte die Direktorin jedoch nicht auf sie, und auch das Zimmer mit seinen dunklen, zweifellos aus England importierten Möbeln, den schweren Volants vor den hohen Fenstern und den vielen Bücherregalen an den Wänden schüchterte das Mädchen nicht ein. Matariki fand lediglich das Verhalten ihrer Mutter befremdlich. Die war schon während der gesamten Fahrt von Lawrence nach Dunedin aufgeregt gewesen bis zur Hysterie, krittelte ständig an Matarikis Kleidern und ihrer Haltung herum und wirkte fast, als habe sie selbst die Prüfung zu bestehen, der man ihre Tochter heute unterziehen sollte. »Nicht direkt, M...« Lizzie Drury konnte sich gerade noch bezähmen, die Schulleiterin unterwürfig Madam zu nennen – bei der Vorstellung hätte sie beinahe einen Knicks gemacht. Sie rief sich energisch zur Ordnung. Lizzie war seit mehr als zehn Jahren verheiratet und Herrin über Elizabeth Station, eine Farm bei Lawrence.",ja,de
Im Schatten des Kauribaums,,6,Sarah Lark,2011,History,Roman,"Aber die Ansiedlung stirbt ja langsam aus, seit die Goldgräber weiterziehen. Was da noch übrig ist ... na ja, wir mochten die Kinder jedenfalls nicht mehr hinschicken. Deshalb haben wir den Unterricht im letzten Jahr privat geregelt. Allerdings ... die Grenzen unserer Hauslehrerin sind inzwischen erreicht.« Lizzie überprüfte mit nervösen Fingern den Halt ihrer Frisur. Sie trug ihr krauses dunkelblondes Haar ordentlich aufgesteckt unter einem kecken Hütchen. Vielleicht ein zu keckes Hütchen? Vor Miss Partridges würdiger, aber krähenartig dunkler Erscheinung erschienen das zarte Blau und der pastellfarbene Blumenschmuck schon fast zu gewagt. Wenn es nach Lizzie gegangen wäre, hätte sie ihren langweiligen Kapotthut aus der letzten Ecke ihres Kleiderschrankes hervorgekramt und aufgesetzt, um seriöser zu erscheinen. Michael hatte hier jedoch nicht mitgespielt. »Wir fahren in eine Schule, Lizzie, nicht zu einer Beerdigung!«, hatte er lachend gesagt. »Die werden Riki schon nehmen. Warum auch nicht? Sie ist ein aufgewecktes Kind. Na ja, und wenn nicht ... dies ist nicht die einzige Mädchenschule auf der Südinsel!« Lizzie hatte sich breitschlagen lassen, aber vor den gestrengen Augen der Direktorin meinte sie nun doch, im Boden versinken zu müssen.",ja,de
Gullivers Reisen,,7,Jonathan Swift,1726,Fantasy,Roman,"Am 9. Mai 1711 kam ein gewisser James Welch in meine Kajüte und sagte, er habe vom Kapitän Befehl, mich an's Ufer zu setzen. Ich machte ihm Vorstellungen, jedoch vergeblich. Er wollte mir nicht einmal sagen, wer denn der neue Kapitän sey. Man zwang mich, das lange Boot zu besteigen, erlaubte mir meinen besten Anzug anzulegen, der noch so gut als neu war, ein Bündel Wäsche, aber keine Waffen mitzunehmen, mit Ausnahme meines Hirschfängers. Auch erwiesen sie mir die Höflichkeit, meine Taschen nicht zu durchsuchen, worin ich mein Geld und kleine Bedürfnisse trug. Sie ruderten ungefähr eine Stunde und setzten mich dann auf einem Strande aus. Ich bat sie, mir zu sagen, in welchem Lande ich mich befände. Sie schwuren jedoch, dies eben so wenig, wie ich, zu wissen. Der Kapitän (wie sie ihn nannten) habe beschlossen, so bald die Ladung verkauft sey, sich meiner sogleich zu entledigen, wenn man Land entdecke. Sie stießen ab, riethen mir zu eilen, damit ich von der Fluth nicht überrascht würde und sagten mir Lebewohl. In diesem traurigen Zustande ging ich vorwärts und kam bald auf festen Boden, wo ich mich auf eine Erhöhung niedersetzte, um auszuruhen und zu überlegen, was ich am zweckmäßigsten beginnen könne. Als ich mich ein wenig erholt hatte, ging ich in das Innere des Landes und beschloß, mich den ersten Wilden zu überliefern, die ich anträfe, und mit Armbändern, Glasringen und anderem Spielzeug, womit sich die Seefahrer auf jenen Reisen zu versehen pflegen, und wovon ich einige bei mir trug, meine Sicherheit zu erkaufen. Das Land war durch lange Reihen von Bäumen, die jedoch nicht regelmäßig gepflanzt waren, sondern natürlich wuchsen, durchschnitten; auch befanden sich dort sehr viele Graswiesen und mehrere Haferfelder.",ja,de
Gullivers Reisen,,7,Jonathan Swift,1726,Fantasy,Roman,"Für's zweite muß ich mir den Vorwurf machen, daß ich so wenig Verstand gezeigt habe, indem ich den Bitten und falschen Gründen nachgab, die von Ihnen und einigen Andern angewendet wurden, um mich gegen meine Ueberzeugung dazu zu vermögen, meine Reisen veröffentlichen zu lassen. Wollen Sie sich doch gefälligst erinnern, wie oft ich Sie gebeten habe, als Sie den Beweggrund des öffentlichen Wohls vorbrachten, um über mein Widerstreben zu siegen, wie oft, sage ich, ich Sie gebeten habe, zu bedenken, daß die Yahus Thiere seyen, die völlig unfähig sind, durch Lehre oder Beispiel sich zu bessern. Der Thatbestand hat diese Behauptung bestätigt; denn, anstatt daß mein Buch sie belehrt hätte, die Mißbräuche und das Verderbniß, wenigstens auf dieser kleinen Insel, abzustellen, wie ich hoffen durfte, sehen Sie, daß mein Buch, nachdem es jetzt sechs Monate lang veröffentlicht ist, nicht eine einzige der guten Wirkungen hervorgebracht hat, die ich hatte hervorbringen wollen. Ich hatte Sie gebeten, mich durch einen Brief zu benachrichtigen, sobald die Parteiunterschiede verwischt, die Richter aufgeklärt und unbestechlich, die Processirenden ehrlich, gemäßigt und nicht ganz vom Verstande entblößt; wo die Ebene von Smithfield vom Feuer erleuchtet seyn würde, das die Pyramiden von juridischen Büchern verzehrte, und alle Aerzte verbannt; die Weibchen der Yahus reichlich mit Tugenden, Ehre, Aufrichtigkeit und Vernunft geschmückt, die Höfe und Audienzzimmer der Minister von ihrem Unrath gesäubert, das Verdienst und die Wissenschaft belohnt, und diejenigen, die in Prosa oder in Versen die Presse schänden, verurtheilt würden, zur einzigen Nahrung ihr Papier, und zum einzigen Getränke ihre Dinte zu erhalten. ",ja,de
Gullivers Reisen,,7,Jonathan Swift,1726,Fantasy,Roman,"Ich ging in ein anderes Zimmer, war aber schon im Begriff zurückzueilen, weil mich ein furchtbarer Gestank beinahe überwältigte. Mein Führer aber drängte mich wieder voran, indem er mich mit einem Flüstern beschwor, keinen Anstoß zu geben, den man mir im höchsten Grade übel nehmen würde, und deßhalb wagte ich nicht einmal, mir die Nase zuzuhalten. Der Projektmacher in dieser Zelle war der älteste Gelehrte der Akademie; Gesicht und Bart waren von blassem Gelb, Hände und Kleider mit Koth bedeckt. Als ich ihm vorgestellt wurde, erdrückte er mich beinahe mit einer Umarmung, ein Kompliment, das ich abzulehnen Ursache wohl gehabt hätte. Seine Beschäftigung war seit seiner ersten Anstellung in der Akademie, den Menschenkoth in den primativen Zustand, durch Scheidung der verschiedenen Theile, durch Entfernung der Galle, des Speichels und des Geruchs wieder zu versetzen. Die Gesellschaft hatte ihm wöchentlich ein gefülltes Gefäß von der Dicke einer Schiffstonne bewilligt.Ich sah einen Andern, welcher Eis in Schießpulver kalciniren wollte. Dieser zeigte mir auch eine Abhandlung, die er über die Hämmerbarkeit des Feuers geschrieben hatte, und die er herausgeben wollte. Auch befand sich dort ein wahrhaftes Genie, durch welches man die neue Baukunst-Methode verbesserte, nach welcher man mit dem Dache anfangen und so bis zum Fundamente fortfahren sollte. Er rechtfertigte dieses Verfahren durch die Bauart der klügsten Insekten, der Bienen und Spinnen.",ja,de
Gullivers Reisen,,7,Jonathan Swift,1726,Fantasy,Kinderbuch/Jugendliteratur,"Nach einiger Zeit hörte ich über mir ein Geräusch wie von mächtigen Flügeln, und nun erkannte ich voller Schreck, dass ein Adler den Ring des Kastens mit seinem Schnabel erfasst hatte. Ich unterstellte ihm die Absicht, den Kasten aus großer Höhe auf den Felsboden fallen lassen zu wollen, damit dieser zerbräche und ich ihm zur Beute fiele, wie solche Raubvögel mit den hartschaligen Schild- kröten nun mal zu verfahren pflegen. Nach kurzer Zeit wurde das Flattern und Rauschen über mir hefti- ger, und zugleich begann mein Kasten gewaltig hin und her und hoch und runter geworfen zu werden. Es erfolgten einige dumpfe Stöße, die offenbar den Adler trafen, dann fühlte ich mich plötzlich senk- recht fallen, viele Sekunden lang und mit solcher Schnelligkeit, dass mir der Atem stockte. Der Sturz endete mit einem krachenden Auf- schlagen auf dem Wasser, es wurde dunkel um mich, der Kasten tauchte tief hinab und hob sich nur langsam wieder empor. Endlich sah ich wieder Tageslicht durch den oberen Teil der Fenster. Ich war ins Meer gefallen. Mein Kasten erwies sich als wasserdicht. Er trug außer meiner Person die Möbel und die sonstige Ausstattung, dazu die starken Eisenblechplatten, die ihm an den vier Ecken Festigkeit verliehen, und mit dieser Belastung hatte er einen Tiefgang von knapp zwei Metern. Der Adler musste, so erklärte ich mir die Sache, von einigen anderen angegriffen und gezwungen worden sein, den Kasten fallen zu lassen. Dass Letzterer bei dem Aufschlagen aufs Wasser nicht kaputtging, zeugt für seine gediegene Konstruktion. Ich verließ die Hängematte und öffnete zunächst den Schieber in der Decke, um Luft hereinzulassen, denn ich erstickte fast. Wie sehn- süchtig wünschte ich mich nun zurück zu meiner lieben Glumdal- klitsch, von der ich in der kurzen Stunde so weit getrennt worden war!",ja,de
Gullivers Reisen,,7,Jonathan Swift,1726,Fantasy,Roman,"Ungefähr zwei oder drei Tage früher war ich in Freiheit gesetzt worden. Als ich den Hof mit dem erwähnten Kunststück unterhielt, langte plötzlich ein Courier an, um Seine Majestät zu benachrichtigen, daß Einer Seiner Unterthanen einen Fund gemacht habe. Jener war in der Gegend des Ortes, wo ich zuerst gefunden wurde, spazieren geritten, und hatte eine große schwarze Substanz von sonderbarer Form auf dem Boden erblickt. Sie streckte ihre Ränder bis zum Umfange des Schlafzimmers Seiner Majestät und zwar in der Runde aus und erhob sich in der Mitte bis zu einer Manneslänge; es sey kein lebendes Geschöpf, wie man zuerst befürchtete (so lautete der Bericht), sondern sey bewegungslos auf dem Grase ausgestreckt gewesen; Mehrere seyen einigemale herum gegangen, dann einander auf die Schultern gestiegen um auf den Gipfel zu gelangen. Sie fanden denselben flach und eben und bemerkten durch Stampfen, die Substanz sey inwendig hohl. Dann hatten sie die unterthänigste Meinung gehegt, dies werde wohl Etwas seyn, welches dem Bergmenschen angehöre; wenn Seine Majestät befehle, würden sie es mit fünf Pferden herbeischaffen. Ich verstand sogleich was sie bezeichnen wollten und freute mich im Herzen diese Nachricht zu erhalten. Als ich nämlich nach meinem Schiffbruch zuerst das Land erreichte, war ich so verwirrt, daß mein Hut mir vom Kopfe fiel, bevor ich den Ort, wo ich einschlief, erreichte. Meinen Hut hatte ich nämlich beim Rudern mit einer Schnur auf dem Kopfe befestigt, und er war deßhalb während des Schwimmens mir nicht abgefallen; erst als ich gelandet war, hatte ich ihn verloren; die Schnur mußte durch irgend einen Zufall, den ich nicht bemerkte, gerissen seyn; früher glaubte ich ihn im Meere verloren zu haben. Ich bat darauf Seine kaiserliche Majestät, indem ich die Natur und den Nutzen desselben beschrieb, er möge Befehle ertheilen, mir ihn so schnell als möglich überbringen zu lassen.",ja,de
Ein Märchen von einer Tonne,,7,Jonathan Swift,1704,Satire,Roman,"Ihr Vater starb während ihrer Kindheit, und auf seinem Sterbebett rief er die Knaben zu sich und sprach also zu ihnen: »Meine Söhne; da ich mir keine Ländereien erworben und auch keine ererbt habe, so habe ich lange über ein paar gute Vermächtnisse nachgedacht, die ich euch hinterlassen könnte; und schliesslich habe ich mir unter grosser Mühe und grossen Kosten für einen jeden von euch (hier sind sie) je einen neuen Rock verschafft. Nun müsst ihr wissen, dass diese Röcke zwei Tugenden haben; die eine besteht darin, dass sie, wieviel ihr sie auch tragen mögt, euer Leben lang schön und heil bleiben werden; die andre darin, dass sie mit eurem Leibe wachsen: sie werden von selber länger und weiter werden, so dass sie euch immer passen. Kommt, lasst mich sehn, wie ihr sie anlegt, ehe ich sterbe; so; also schön; bitte, Kinder, haltet sie sauber und bürstet sie oft. Ihr werdet in meinem Testament (hier ist es) in jeder Einzelheit volle Anweisung finden, wie ihr eure Röcke tragen und behandeln sollt; ihr müsst darin sehr genau sein, um die Strafen zu vermeiden, die ich auf jede Übertretung und Vernachlässigung gesetzt habe, und euer künftiges Gedeihen wird einzig davon abhängen. Ich habe in meinem Testament auch angeordnet, dass ihr wie Brüder und Freunde in einem Hause beisammen leben sollt, denn dann werdet ihr gedeihen, sonst aber nicht.« Hier, so sagt die Geschichte, starb der gute Vater, und die drei Söhne zogen mitsammen hin, um ihr Glück zu suchen. Ich will den Leser nicht damit belästigen, dass ich die Abenteuer erzähle, die ihnen während der ersten sieben Jahre widerfuhren; und ich will nur bemerken, dass sie ihres Vaters Willen genau befolgten und ihre Röcke gut in Ordnung hielten; sie reisten durch allerlei Länder, stiessen mit einer angemessenen Anzahl von Riesen zusammen und erschlugen gewisse Drachen.",ja,de
