Titel;Untertitel;Author_id;Author;Pubikationsjahr;Schlagwort;Genre;Textausschnitt;Textausschnitt online kostenfrei verfügbar;Sprache
Entführt;;8;Robert Louis Stevenson;1890;Abenteuer;Roman;"»Sehr gut gesagt«, antwortete Herr Campbell herzlich. »Und nun, um zur Sache zu kommen oder (um ein Wortspiel zu machen) zur Nebensache. Ich habe hier ein kleines Päckchen, das vier Dinge enthält.« Er zog es bei diesen Worten nicht ohne Schwierigkeiten aus der Brusttasche seines Mantels hervor. »Von diesen vier Dingen ist das erste dein gesetzliches Erbteil: das bißchen Geld für deines Vaters Bücher und Einrichtungsgegenstände, die ich gekauft habe (wie ich von Anfang an erklärte), um sie mit Gewinn dem zukünftigen Schullehrer wieder zu verkaufen. Die anderen drei Gaben sind von Frau Campbell und mir und wir würden uns freuen, wenn du sie annehmen wolltest. Das erste ist rund und wird dir wohl fürs erste am besten gefallen; aber, o Davie, mein Junge, es ist nur wie ein Tropfen Wasser im Meer; es wird dir nur einen Schritt weit helfen und dahinschwinden wie der Morgen. Das zweite ist flach und viereckig und beschrieben; es wird dir dein ganzes Leben lang beistehen wie ein guter Stock auf der Landstraße oder ein gutes Kissen unterm Kopf auf dem Krankenlager. Und was das letzte betrifft, das kubisch ist, das wird dich hoffentlich – ich will Gott darum in meinen Gebeten bitten – in ein besseres Land begleiten.« Mit diesen Worten stand er auf, nahm seinen Hut ab und betete ein Weilchen laut und in rührenden Worten für einen jungen Mann, der im Begriffe stand in die weite Welt zu ziehen. Dann schloß er mich plötzlich in seine Arme und küßte mich sehr fest; dann hielt er mich mit ausgestrecktem Arme vor sich und sah mich mit schmerzlich zuckendem Gesicht an, dann drehte er sich schnell um und rief mir ein Lebewohl zu und setzte in einer Art Trab davon, den Weg zurück, den wir gekommen waren. ";ja;de
Entführt;;8;Robert Louis Stevenson;1890;Abenteuer;Roman;"»Nein,« sagte er schlau, »du hast doch sicherlich irgend welche Hoffnungen gehabt?« »Ich gestehe, Herr,« sagte ich, »als ich hörte, daß ich wohlhabende Anverwandte hätte, wiegte ich mich wohl in der Hoffnung, daß sie mir auf meinem Lebensweg behilflich sein könnten. Aber ich bin kein Bettler. Ich schiele nicht nach Gnaden von Eurer Hand und will keine Geschenke, die nicht freiwillig gegeben werden. Denn, so arm ich auch scheinen mag, so hab' ich doch eigene Freunde, die mir gerne helfen werden.« »Ta – ta – ta!« sagte Onkel Ebenezer, »mußt mich nicht gleich anschnauzen und beleidigt sein. Wir werden uns schon ganz gut vertragen. Und dann, Davie, mein Junge, wenn du die Suppe nicht mehr essen willst, kann ich ebenso gut selbst einen Löffelvoll davon nehmen. Ja,« fuhr er fort, nachdem er mir Stuhl und Löffel abgenommen hatte, »'s ist ein gutes, nahrhaftes Essen, Suppe.« Er murmelte leise irgend ein Tischgebet und fiel darüber her. »Dein Vater war ein guter, um nicht zu sagen starker Esser; während ich von den Speisen immer nur kaum naschen konnte.« Er nahm einen Schluck Dünnbier und sein nächster Ausspruch lautete: »Wenn deine Kehle vielleicht trocken ist, hinter der Tür findest du Wasser.«";ja;de
Entführt;;8;Robert Louis Stevenson;1890;Abenteuer;Roman;"Ich stand eine Weile da und dachte nach. Ich sollte in einen Hafenort gehen, der zweifellos voll Menschen war und wo mein Onkel wohl keine Gewalttat wagen dürfte und sogar die Gesellschaft des Schiffsjungen schützte mich soweit. Einmal dort, dachte ich, werde ich den Besuch beim Advokaten schon erzwingen können, selbst wenn mein Onkel es jetzt mit diesem Vorschlag nicht ehrlich meinte; und schließlich wünschte ich vielleicht im Grunde meines Herzens, das Meer und die großen Schiffe in der Nähe zu sehen. Man muß bedenken, daß ich mein ganzes Leben in den Bergen verbracht hatte und eben erst vor zwei Tagen zum erstenmal den Hafen gesehen hatte, der wie ein blauer Fleck vor mir gelegen war, und die segelnden Schiffe, die darauf hinfuhren, nicht größer als Spielzeug. Eines kam zum andern, und ich entschloß mich zu gehen. »Sehr gut,« sagte ich, »gehn wir nach Ferry.« Mein Onkel nahm Hut und Mantel und gürtete sich einen alten, rostigen Degen um. Dann traten wir das Feuer aus, sperrten die Tür zu und machten uns aus den Weg. Der Wind, der von Nordwest her kam, blies uns beinahe gerade ins Gesicht. Es war im Monat Juni, die Wiesen waren voll Gänseblümchen, und die Bäume standen in Blüte. Nach unseren blauen Fingernägeln aber und gefrorenen Knöcheln zu schließen, hätte es Winter sein können.";ja;de
Catriona;;8;Robert Louis Stevenson;1892;Abenteuer;Roman;"Da meine ganze Umgebung mir fremd war, trat ich etwas weiter zurück. Der schmale, gepflasterte Gang fiel steil ab. Unermeßlich hohe Häuser ragten zu beiden Seiten auf und sprangen, ein Stockwerk über dem anderen, im Aufsteigen immer weiter vor, so daß oben nur ein schmaler Streifen Himmel sichtbar war. Soweit ich aus dem, was die Fenster enthüllten, sowie aus dem ehrbaren Aussehen der Personen, die aus- und eingingen, zu ersehen vermochte, waren die Häuser von anständigen Leuten bewohnt, und der ganze Ort fesselte und interessierte mich wie eine Geschichte. Ich starrte noch immer um mich, als hinter mir plötzlich das muntere Stampfen vieler Füße im Gleichtritt und das Geklirr von Waffen ertönten. Ich drehte mich rasch um und gewahrte einen Zug bewaffneter Soldaten, in ihrer Mitte einen hochgewachsenen Mann in schwerem Mantel. Der Mann schritt gebeugt, wie in höfischer Zuvorkommenheit und mit schmeichelndem Anstand; im Gehen gestikulierte er beredt, und sein Gesicht war schlau und schön. Ich glaubte zu bemerken, daß sein Blick auf mich fiel, vermochte indes nicht seinem Auge zu begegnen. Der Zug schritt an mir vorüber nach einer Tür in dem Hofe, die von einem Bedienten in prächtiger Livree geöffnet wurde, und zwei Soldaten geleiteten den Gefangenen hinein, während die anderen mit ihren Feuerschloßgewehren an der Türe herumlungerten.";ja;de
Catriona;;8;Robert Louis Stevenson;1892;Abenteuer;Roman;"Diese Gedankengänge festigten meinen Entschluß, trotzdem sie meine Augen durchaus nicht gegen die mich umdrohenden Gefahren und gegen die Tatsache verschlossen, daß ich auf meinem Wege (wenn ich ihn wirklich fortsetzte) wahrscheinlich über die Leiter zum Galgen stolpern würde. Es war ein klarer, schöner Morgen, obwohl der Wind von Osten blies. Seine kühle Frische sang sich mir ins Blut und gab mir ein Gefühl wie von Herbst und welken Blättern und von Toten, die in ihren Gräbern ruhen. Wahrhaftig, der Teufel mußte schon seine Hand im Spiele haben, wenn ich tatsächlich in der Hochflut meines Glücks um anderer Leute willen sterben sollte. Auf dem Gipfel von Calton Hill liefen einige Kinder lärmend hin und her und ließen ihre Drachen steigen, obwohl es für dieses Vergnügen noch nicht die richtige Jahreszeit war. Die papierenen Vögel zeichneten sich klar gegen den Himmel ab; ich sah, wie ein besonders schwerer vom Wind in große Höhen getrieben wurde und dann zwischen den Ginsterbüschen schwerfällig zur Erde fiel; und bei diesem Anblick dachte ich zu mir selbst: »Das war Davie.«";ja;de
Catriona;;8;Robert Louis Stevenson;1892;Abenteuer;Roman;"»Wenn Ihr älter und verständiger geworden seid, werdet Ihr begreifen, daß man derartiges Gerede nicht beachtet, geschweige denn wiederholt«, erklärte der Staatsanwalt. »Doch ich spreche Euch von jeder bösen Absicht frei. Jener Edelmann, den wir alle ehren, und der durch diese letzte Barbarei empfindlich getroffen worden ist, steht allzu hoch, als daß derartige Insinuationen ihn zu beleidigen vermöchten. Der Herzog von Argyle – Ihr seht, daß ich ganz offen mit Euch rede – nimmt sich die Angelegenheit zu Herzen, wie auch ich das tue, und wie wir beide es durch unsere juristischen Funktionen im Dienste Seiner Majestät zu tun verpflichtet sind. Ich wünschte nur, alle Hände wären in dieser argen Zeit so rein von Familienranküne. Jedoch der Zufall, daß wieder einmal ein Campbell das Opfer seiner Pflicht geworden ist – und wer, wenn nicht die Campbells, haben sich von jeher in die vordersten Reihen gestellt, wenn es galt, diesen Pfad zu beschreiten – das darf ich, der ich kein Campbell bin, getrost behaupten – – jener Zufall, wie gesagt, und die Tatsache, daß das Oberhaupt dieses großen Hauses gleichzeitig (zu unser aller Vorteil) auch das gegenwärtige Oberhaupt des Justizkollegiums ist, haben kleine Geister und mißvergnügte Zungen in jedem Wirtshaus des Landes in Aufruhr versetzt; und ich sehe einen jungen Gentleman wie Mr. Balfour so schlecht beraten, sich zu deren Echo zu erniedrigen.« Bisher hatte er mit stark rednerischer Pose wie vor versammeltem Gerichtshof gesprochen, jetzt aber fiel er wieder in die Art eines Gentleman. »Das für Euch privat«, meinte er. »Jetzt muß ich nur noch wissen, was ich mit Euch eigentlich anfangen soll.« »Ich hatte gedacht, das würde ich von Eurer Lordschaft erfahren«, erwiderte ich. »Schon gut«, erklärte der Lord Staatsanwalt. »Doch seht, Ihr seid mit guten Empfehlungsschreiben zu mir gekommen, und es steht ein guter, ehrlicher Whigname unter diesem Brief«, fuhr er fort, ihn einen Augenblick vom Tische nehmend.";ja;de
Der selbstsüchtige Riese;;11;Oscar Wilde;1888;Fiktion;Kunstmärchen;"Es war der wundervollste Anblick, den man sich denken konnte. Die Kinder waren durch ein kleines Loch in der Mauer in den Garten gekrochen und saßen nun auf den Zweigen der Bäume – in jedem Baum, den er sehen konnte, ein kleines Kind. Und die Bäume waren so froh, die Kinder endlich wieder bei sich zu haben, dass sie sich mit Blüten schmückten und ihre Zweige gleich schützenden Händen über den Köpfen der Kinder auf und ab bewegten. Die Vögel flogen umher und zwitscherten vor Vergnügen und die Blumen schauten lachend aus dem frischen grünen Gras heraus. Es war ein anmutiges Bild, nur in einer Ecke des Gartens war noch immer Winter. Dort, in dem entferntesten Winkel, stand ein kleiner Junge. Er war so klein, dass er nicht an die Zweige des Baumes heranreichen konnte; immer wieder ging er um ihn herum und weinte bitterlich. Der arme Baum war immer noch über und über mit Eis und Schnee bedeckt und der Nordwind blies und heulte über ihn hinweg. »Klettere nur hinauf, kleiner Junge!«, sagte der Baum freundlich, und beugte seine Zweige so tief herunter, wie er konnte, aber der Junge war einfach zu klein. Als der Riese das sah, wurde es ihm ganz warm um das Herz. »Wie selbstsüchtig bin ich gewesen!«, sprach er reumütig zu sich selbst, »jetzt verstehe ich, warum der Frühling nicht in meinen Garten kommen wollte. Ich werde den kleinen Jungen auf die Spitze des Baumes setzen und danach die Mauer niederreißen. Von nun an soll der Garten auf ewig der Spielplatz der Kinder sein«. Er bedauerte aufrichtig, was er getan hatte.";ja;de
Der selbstsüchtige Riese;;11;Oscar Wilde;1888;Fiktion;Kunstmärchen;Jahre vergingen und der Riese wurde ganz alt und schwach. Er konnte nicht mehr im Garten spielen, und so saß er in einem riesigen Lehnstuhl, sah den Kindern beim Spielen zu und erfreute sich an seinem Garten. »Ich habe zwar viele herrliche Blumen, aber die Kinder sind die schönsten von allen«, sagte er zu sich selbst. An einem Wintermorgen schaute er, während er sich anzog, aus dem Fenster. Jetzt hasste er den Winter nicht mehr, denn er wusste, dass dies nur die Zeit des schlafenden Frühlings und der sich ausruhenden Blumen war. Plötzlich rieb er sich verwundert die Augen – und schaute und schaute. Es war in der Tat ein wundervoller Anblick. In der entlegensten Ecke des Gartens war ein Baum über und über mit herrlichen weißen Blüten bedeckt. Seine Zweige waren vergoldet und silberne Früchte hingen von ihnen herab. Und unter dem Baum stand der kleine Junge, den der Riese so sehr in sein Herz geschlossen hatte. Hocherfreut rannte der Riese nach unten und hinaus in den Garten. Er hastete über die Wiese und näherte sich dem Kind. Und als er ganz nah herangekommen war, wurde sein Gesicht rot vor Zorn, und er fragte: »Wer hat es gewagt, dich zu verletzen?« Auf den Handflächen des Kindes waren nämlich die Male von zwei Nägeln zu erkennen, und die Male von zwei Nägeln waren auch an seinen kleinen Füßen.;ja;de
Das Gespenst von Canterville;;11;Oscar Wilde;1887;Schauerliteratur;Erzählung;Wenige Tage später ritten Virginia und ihr goldlockiger junger Ritter über die Brockleywiesen spazieren, wo sie beim Springen über eine Hecke ihr Reitkleid derart zerriß, daß sie, zu Hause angekommen, vorzog, die Hintertreppe hinaufzugehen, um nicht gesehen zu werden. Als sie an dem alten Gobelinzimmer vorüberkam, dessen Tür zufällig halb offen stand, meinte sie jemanden drinnen zu sehen, und da sie ihrer Mama Kammermädchen darin vermutete, das dort zuweilen arbeitete, so ging sie hinein, um gleich ihr Kleid ausbessern zu lassen. Zu ihrer ungeheuren Überraschung war es jedoch das Gespenst von Canterville selber! Es saß am Fenster und beobachtete, wie das matte Gold des vergilbten Laubes durch die Luft flog und die roten Blätter einen wilden Reigen in der langen Allee tanzten. Es hatte den Kopf in die Hand gestützt, und seine ganze Haltung drückte tiefe Niedergeschlagenheit aus. Ja, so verlassen und verfallen sah es aus, daß die kleine Virginia, deren erster Gedanke gewesen war, zu fliehen und sich in ihr Zimmer einzuschließen, von Mitleid erfüllt sich entschloß zu bleiben, um das arme Gespenst zu trösten. Ihr Schritt war so leicht und seine Melancholie so tief, daß es ihre Gegenwart erst bemerkte, als sie zu ihm sprach. »Sie tun mir so leid,« sagte sie, »aber morgen müssen meine Brüder nach Eton zurück, und wenn Sie sich dann wie ein gebildeter Mensch betragen wollen, so wird Sie niemand mehr ärgern.« »Das ist ein einfältiges und ganz unsinniges Verlangen einem Geist gegenüber«, antwortete er, indem er erstaunt das hübsche kleine Mädchen ansah, das ihn anzureden wagte. »Ich muß mit meinen Ketten rasseln und durch Schlüssellöcher stöhnen und des Nachts herumwandeln, wenn es das ist, was Sie meinen. Das ist ja mein einziger Lebenszweck.«;ja;de
Das Gespenst von Canterville;;11;Oscar Wilde;1887;Schauerliteratur;Erzählung;"Mr. Otis war anfangs wirklich verstimmt, daß Lord Canterville auf sein Verlangen nicht eingehen wollte, und bat ihn, seine Entscheidung nochmals zu überlegen; aber der gutmütige Lord war fest entschlossen und überredete schließlich den Gesandten, seiner Tochter doch zu erlauben, das Geschenk des Gespenstes zu behalten; und als im Frühjahr 1890 die junge Herzogin von Cheshire bei Gelegenheit ihrer Hochzeit bei Hofe vorgestellt wurde, erregten ihre Juwelen die allgemeine Bewunderung. Denn Virginia bekam wirklich und tatsächlich eine Krone in ihr Wappen, was die Belohnung für alle braven kleinen Amerikanerinnen ist, und heiratete ihren jugendlichen Bewerber, sobald sie mündig geworden war. Sie waren ein so entzückendes Paar und liebten einander so sehr, daß jeder sich über die Heirat freute, jeder außer der Herzogin von Dumbleton – die den jungen Herzog gern für eine ihrer sieben unverheirateten Töchter gekapert hätte und nicht weniger als drei sehr teure Diners zu dem Zweck gegeben hatte – und wunderbarerweise auch außer Mr. Otis selber. Mr. Otis hatte den jungen Herzog persönlich sehr gern, aber in der Theorie waren ihm alle Titel zuwider, und ›er war‹, um seine eigenen Worte zu gebrauchen, ›nicht ohne Besorgnis, daß inmitten der entnervenden Einflüsse der vergnügungssüchtigen englischen Aristokratie die einzig wahren Grundsätze republikanischer Einfachheit vergessen werden würden‹. Sein Widerstand wurde jedoch völlig besiegt, und ich glaube, daß es, als er in St. Georges Hanover Square mit seiner Tochter am Arm durch die Kirche schritt, keinen stolzeren Mann in ganz England gab als ihn.";ja;de
Die Nachtigall und die Rose;;11;Oscar Wilde;1888;Fiktion;Erzählung;"»Meine Rosen sind rot,« antwortete er, »so rot wie die Füße einer Taube und roter als die weiten Korallenriffe, die in der Tiefe des Meeres wogen und wogen. Aber der Winter hat meine Adern verfroren, der Frost hat meine Knospen im Keim erstick und der Sturm hat meine Zweige gebrochen, ich werde wohl in diesem Jahr keine Rosen haben.« »Eine rote Rose ist alles was ich will,« rief die Nachtigall, » nur eine rote Rose! Gibt es den keinen Weg diese zu bekommen?« »Es gibt einen Weg,« sagte der Rosenstrauch; »aber er ist so schrecklich, dass ich nicht wage ihn dir zu erzählen.« »Sag ihn mir,« sagte die Nachtigall, »ich fürchte mich nicht.« »Wenn du eine rote Rose willst,« sagte der Rosenstrauch, »musst du sie bei Mondlicht aus Musik formen und färben durch dein eigenes Herzblut. Du sollst zu mir singen mit deinem Brust an meinem Dorn. Die ganze Nacht lang sollst du singen und der Dorn wird dein Herz durchbohren, dein Lebensblut soll in meine Adern fließen und zu meinem werden.«";ja;de
Die Nachtigall und die Rose;;11;Oscar Wilde;1888;Fiktion;Erzählung;Und die Rose rief zur Nachtigall sie solle sich noch kräftiger gegen den Dorn drücken. »Noch kräftiger« rief die Rose, »oder der Tag beginnt bevor die Rose fertig ist.« Und so presste sich die Nachtigall stärker gegen den Dorn, der Dorn berührte ihr Herz und ein heftiger Schmerz durchzuckte sie. Bitter, bitter war der Schmerz und immer wilder wurde ihr Gesang, als sie von der Liebe sang, die durch den Tod vervollkommnet wird, von der Liebe, die nicht einmal im Grab stirb. Und die wundervolle Rose wurde blutrot, wie die Rose am östlichen Himmel. Blutrot war der Ring der Blütenblätter und blutrot wie ein Rubin war das Herz. Aber die Stimme der Nachtigall wurde matter und ihre kleinen Flügel begannen zu flattern, ein Nebelschleier legte sich über ihre Augen. Schwächer und schwächer wurde ihr Gesang und sie fühlte ihre Kehle immer enger werden. Dann gab sie einen letzten Schwall Musik von sich. Der weiße Mond hörte es, und er vergaß die Morgendämmerung und verweilte am Himmel. Die rote Rose hörte es und sie bebte überall voll Verzückung und öffnete ihre Blütenblätter in der kalten Morgenluft. Ein Echo trug ihn zu seinen purpurnen Höhlen in den Bergen und weckte die schlafenden Schäfer aus ihren Träumen. Er glitt durch das Schilf am Fluß und es trug die Nachricht weiter zum Meer.;ja;de
Der Priester und der Messnerknabe;;11;Oscar Wilde;1894;Fiktion;Erzählung;"Der Priester kehrte in die armselige Wohnung zurück, versuchte niederzusitzen und zu denken. Vergeblich wollte er essen, er schob sein Mahl unwillig zurück; er versuchte zu beten, doch statt der stillen Gestalt am Kreuz, der stillen, kalten Gestalt mit den traurigen, ach so traurigen Zügen, sah er das errötende Antlitz des lieblichen Knaben, die großen, sternengleichen Augen seines neugefundenen Lieblings. Während des ganzen Tages durchschritt der junge Priester den Kreis seiner verschiedenen Pflichten völlig mechanisch. Er konnte weder essen noch ruhen; sobald er allein war, glaubte er schrillen Gesang zu vernehmen, und er fühlte, daß er ins Freie fliehen müsse, daß er dem Wahnsinn nahe sei. Endlich, als die Nacht gekommen war, warf er sich, erschöpft und zerrüttet von dem langen, heißen Tag, auf die Knie vor dem Kruzifix und zwang seine Gedanken. Er ließ seine Kindheit, seine früheste Jugend wiedererstehen. Gedanken an die furchtbaren Kämpfe der letzten fünf Jahre stiegen in ihm auf. Hier kniete er, Ronald Heatherington, Priester der Heiligen Kirche, achtundzwanzig Jahre alt: sollte Alles, was er während dieser fünf Jahre wütenden Kampfes mit den furchtbaren Leidenschaften seiner Knabenzeit ausgehalten hatte, vergeblich sein? Im letzten Jahre hatte er wirklich gefühlt, daß alle Leidenschaft unterdrückt war, all jene fürchterlichen Ausbrüche glühender Liebe hatte er für immer ausgelöscht geglaubt. So hart, so unablässig hatte er gearbeitet während dieser fünf Jahre nach seiner Weihung, er hatte sich ganz seinem heiligen Amte hingegeben; alle Heftigkeit seiner Natur war gebunden, völlig erfüllt worden von den wundervollen Mysterien seines Glaubens.";ja;de
Der Priester und der Messnerknabe;;11;Oscar Wilde;1894;Fiktion;Erzählung;"»Für mich, für meine Natur würde es Sünde sein, wenn ich geheiratet hätte: es würde ein Verbrechen gewesen sein, eine große Unsittlichkeit, und mein Gewissen würde sich empört haben.« Dann fügte er bitter hinzu: »Gewissen sollte jener göttliche Naturtrieb sein, der uns heißt, unseren natürlichen Anlagen nachzufolgen, das haben wir vergessen. Für die Meisten von uns, für die Welt vielmehr, sogar im allgemeinen für Christen ist Gewissen nur ein anderer Name für die Feigheit, die da fürchtet, dem Herkömmlichen zu trotzen. Verflucht sei dieses Herkommen! Ich habe kein moralisches Vergehen solcher Art verübt; vor Gott ist meine Seele schuldlos; für Sie jedoch und die Welt bin ich eines abscheulichen Verbrechens schuldig, abscheulich, weil es Sünde ist gegen das Herkömmliche. Ich fand diesen Knaben. Ich liebte ihn, wie ich niemals vorher jemanden oder etwas geliebt habe. Ich brauchte nicht um seine Neigung zu werben, er war in Wahrheit mein. Von Anfang an liebte er mich wie ich ihn. Er war die notwendige Ergänzung meiner Seele. Wie darf die Welt sich erdreisten, uns zu richten? Was ist uns das Herkömmliche? Obgleich ich wahrhaftig weiß, daß solch eine Liebe schön und rein ist, obgleich ich vom Grunde meines Herzens aus das niedrige Urteil der Menschen verachte, versuchte ich zuerst, Widerstand zu leisten, nur zu seinem Heil und zum Heil unserer Kirche. Ich kämpfte gegen die Bezauberung, die er auf mich ausübte. Niemals würde ich zu ihm gegangen sein und ihn um seine Liebe gebeten haben; bis zum Ende würde ich gekämpft haben. Aber was konnte ich tun? Er war es, der zu mir kam und mir den Reichtum seiner edlen Seele bot. Wie konnte ich ihm das häßliche Bild zeigen, das die Welt malt? So wie Sie ihn diesen Abend sahen, ist er Nacht für Nacht zu mir gekommen; wie durfte ich die süße Reinheit seiner Seele zerstören, durch Andeutung des fürchterlichen Argwohns, den seine Gegenwart hätte erwecken können? Ich wußte, was ich tat. Ich habe der Welt Trotz geboten und mich gegen sie aufgelehnt. Ich habe offen über ihre Vorschriften gespottet. Ich bitte Sie nicht, Mitleid mit mir zu haben, noch bettele ich, daß Sie Ihrer Hand wehren. Ihre Augen sind blind durch einen lügnerischen Star. Sie sind gefesselt, gefesselt durch jene elenden Bande, die Ihren Leib und Ihre Seele von der Wiege an gebunden hielten. Sie müssen tun, was Ihre Pflicht gebietet. In Gottes Augen sind wir Märtyrer, und wir sollten selbst vor dem Tode nicht zurückschrecken in diesem Kampfe gegen die abgötterische Anbetung des Herkömmlichen.« Ronald Heatherington sank in den Sessel und verbarg sein Gesicht in den Händen. Der Rektor verließ schweigend den Raum.";ja;de
Die tanzenden Männchen;;9;Sir Arthur Conan Doyle;1903;Krimi;Erzählung;Auf der Treppe wurden schwere Tritte hörbar, und im nächsten Moment machte ein großer, frisch aussehender Herr mit glattrasiertem Gesicht unsere Stubentür auf. Seine klaren Augen und seine blühende Gesichtsfarbe sagten uns, daß er entschieden keinen Beruf hatte, der ihn an die BakerstraßeIn dieser befand sich Holmes' Wohnung.fesselte. Er schien bei seinem Eintritt einen Hauch der kräftigen, nervenstärkenden Seeluft seiner Heimat mitzubringen. Als er jedem von uns die Hand geschüttelt hatte und Platz nehmen wollte, fiel sein Blick auf das Papier mit den sonderbaren Zeichen, das ich eben in der Hand gehabt und wieder auf den Tisch gelegt hatte. »Nun, Herr Holmes, was meinen Sie dazu?« rief er mit markiger Stimme aus. »Man hat mir erzählt, daß Ihnen solche rätselhaften Sachen Spaß machten, und ich glaube kaum, daß es eine rätselhaftere gibt als diese. Ich habe den Zettel vorausgeschickt, damit Sie ihn vor meiner Ankunft studieren könnten.« »Es ist wirklich eine seltsame Schreiberei,« erwiderte Holmes. »Auf den ersten Blick könnte man es für das Gekritzel eines Kindes halten. Es besteht aus einer Anzahl kleiner Figuren, die über das Papier tanzen. Warum legen Sie diesem dummen Zeug überhaupt eine besondere Bedeutung und so große Wichtigkeit bei?« »Mir würde es gar nicht einfallen, aber meine Frau tut's. Sie ist darüber zu Tod erschrocken. Sie sagt zwar nichts, ich kann ihr aber die Furcht aus den Augen ablesen, und darum möchte ich der Sache auf den Grund kommen.« Holmes nahm den Zettel und hielt ihn gegen das helle Tageslicht. Es war ein Blatt aus einem Notizbuch. ;ja;de
Die tanzenden Männchen;;9;Sir Arthur Conan Doyle;1903;Krimi;Erzählung;"»Wir sind nun ein Jahr verheiratet und haben sehr glücklich miteinander gelebt. Doch vor etwa einem Monat, Ende Juni, bemerkte ich die ersten Anzeichen einer Veränderung in unserem Verhältnis. Eines Tages bekam meine Frau aus Amerika einen Brief. Ich erkannte die amerikanische Marke. Sie wurde leichenblaß, las das Schreiben und warf es ins Feuer. Sie erwähnte die Sache später mit keinem Wort, und ich fing auch nicht davon an, denn versprochen bleibt versprochen; aber sie hat seit jener Zeit keine vergnügte Stunde mehr gehabt. Ihr Gesicht verrät stets eine gewisse Angst, sie sieht aus, als ob sie etwas Schlimmes befürchte. Es würde besser sein, wenn sie sich mir anvertraute. Sie würde in mir ihren besten Freund finden. Aber wenn sie sich nicht selbst zu reden entschließt – ich darf den Anfang nicht machen. Wohlverstanden, sie ist ein treues Weib, Herr Holmes, und was auch früher vorgefallen sein mag, sie trägt sicher nicht die Schuld daran. Ich bin ein einfacher Gutsbesitzer in Norfolk, aber in ganz England hält niemand seine Familie höher als ich. Das weiß sie sehr genau, und sie wußte es auch bereits vor unserer Verheiratung. Sie würde nie einen Makel darauf geladen haben – dess' bin ich sicher. »Ich komme nun erst auf den Kern der ganzen beunruhigenden Angelegenheit, auf den Teil, zu dessen Lösung ich Ihre Hilfe in Anspruch nehmen möchte. Vor ungefähr acht Tagen – es war am Dienstag voriger Woche – entdeckte ich auf einer Fensterschwelle eine Anzahl kleiner tanzender Figuren, wie die hier auf dem Papier. Sie waren mit Kreide d'rauf gekritzelt. Ich dachte, der Stalljunge wäre es gewesen, er schwor jedoch, nichts davon zu wissen. Wie dem auch sein mochte, sie waren während der Nacht dahin gekommen. Ich wischte sie aus und erwähnte es meiner Frau gegenüber erst später. Zu meiner Ueberraschung nahm sie die Sache sehr ernst und bat mich, wenn ich wieder welche fände, sie ihr gleich zu zeigen. Eine Woche lang erschienen keine neuen Männchen, aber gestern morgen lag dieses Papier hier auf der Sonnenuhr im Garten.";ja;de
Die tanzenden Männchen;;9;Sir Arthur Conan Doyle;1903;Krimi;Erzählung;"Die alte Vorhalle mit Eichenholztäfelung und den hohen Fenstern wurde in einen Gerichtssaal verwandelt. Holmes nahm auf einem großen altmodischen Lehnstuhl Platz. Er war ernst und niedergeschlagen, aber in seinem Blick lag Trotz und Unerbittlichkeit. Ich konnte in seinen Augen den festen Vorsatz lesen, daß er seinen Klienten, den er leider nicht gerettet hatte, wenigstens unter allen Umständen rächen wollte. Der Inspektor, der alte grauhaarige Landdoktor, ein Ortspolizist und ich bildeten die Beisitzer dieses eigenartigen Gerichtshofes.Die beiden Mädchen gaben eine ziemlich klare Darstellung des Vorfalls. Sie waren bei einem lauten Knall aus dem Schlaf aufgewacht; kurz darauf hatten sie einen zweiten gehört. Sie schliefen in zwei aneinander stoßenden Kammern. Fräulein King war zur Saunders gestürzt, und sie waren zusammen die Treppe hinuntergelaufen. Die Tür des Arbeitszimmers stand offen, und auf dem Tisch brannte eine Kerze. Ihr Herr lag mitten im Zimmer auf dem Fußboden, das Gesicht nach unten gekehrt. Er war vollständig tot. In der Nähe des Fensters lag seine Frau, mit dem Kopf an die Wand gelehnt. Sie hatte eine furchtbare Verwundung, und die eine Seite war ganz von Blut überströmt. Sie gab noch Lebenszeichen von sich, konnte aber nicht sprechen. Gang und Zimmer waren voll von Pulverdampf. Das Fenster war zu und von innen geschlossen. In diesem Punkt stimmten die Aussagen beider Mädchen vollständig überein. Sie hatten sofort zum Arzt und zur Polizei geschickt. Dann hatten sie mit Hilfe des Dieners und des Stallburschen ihre verwundete Herrin in ihr Zimmer gebracht. Beide Ehegatten hatten vorher das Bett benutzt. Die Frau war angekleidet, der Mann hatte über den Unterkleidern seinen Schlafrock an. Im Arbeitszimmer war nichts angerührt, es stand noch jedes Ding an seinem Platz. Soweit die Mädchen wußten, hatten die Eheleute im besten Einvernehmen gelebt und allgemein als ein sehr glückliches Paar gegolten.";ja;de
